OID,CID
9898,1428
9899,1688
9900,947
9901,2032
9902,1487
9903,2341
9904,156
9905,1428
9906,3034
9907,1189
9908,1708
9909,3579
9910,3031
9911,1736
9912,1454
9913,3737
9914,3873
9915,3433
9916,1669
9917,2458
9918,3063
9919,918
9920,3147
9921,1870
9922,3366
9923,3840
9924,2240
9925,2264
9926,2389
9927,3723
9928,3098
9929,3770
9930,1899
9931,1551
9932,3102
9933,677
9934,1669
9935,71
9936,1141
9937,2944
9938,2428
9939,4004
9940,1040
9941,2412
9942,2421
9943,1040
9944,150
9945,3869
9946,2443
9947,3079
9948,869
9949,3378
9950,2719
9951,897
9952,2564
9953,3250
9954,797
9955,103
9956,2245
9957,1122
9958,1637
9959,2155
9960,1450
9961,2550
9962,1794
9963,3162
9964,2172
9965,338
9966,776
9967,3791
9968,2560
9969,1698
9970,1123
9971,2328
9972,2879
9973,2683
9974,3933
9975,292
9976,902
9977,3993
9978,2530
9979,621
9980,2974
9981,1971
9982,763
9983,1797
9984,741
9985,1506
9986,2813
9987,1932
9988,253
9989,3614
9990,2495
9991,3055
9992,2511
9993,1437
9994,1844
9995,1244
9996,800
9997,3679
9998,3806
9999,3983
10000,3032
10001,2601
10002,3518
10003,1104
10004,1799
10005,3355
10006,3548
10007,3595
10008,919
10009,3098
10010,3423
10011,1180
10012,2431
10013,1825
10014,44
10015,3820
10016,3194
10017,958
10018,3377
10019,1188
10020,268
10021,2007
10022,3870
10023,3496
10024,3103
10025,197
10026,344
10027,3328
10028,1373
10029,1186
10030,3714
10031,4016
10032,279
10033,2032
10034,2417
10035,398
10036,2024
10037,839
10038,73
10039,2786
10040,1446
10041,3095
10042,2234
10043,3805
10044,3275
10045,3515
10046,3075
10047,3868
10048,154
10049,3145
10050,3371
10051,158
10052,3422
10053,2904
10054,3501
10055,1498
10056,2727
10057,3475
10058,1859
10059,3871
10060,3713
10061,1940
10062,2904
10063,3412
10064,1897
10065,896
10066,806
10067,3115
10068,1207
10069,3395
10070,3499
10071,1439
10072,1445
10073,1418
10074,129
10075,3529
10076,1470
10077,5
10078,552
10079,1441
10080,121
10081,641
10082,3024
10083,3268
10084,3943
10085,3056
10086,2563
10087,3858
10088,1595
10089,578
10090,692
10091,3785
10092,180
10093,3241
10094,275
10095,2356
10096,2169
10097,3216
10098,537
10099,3095
10100,3210
10101,777
10102,1121
10103,3518
10104,3649
10105,3491
10106,884
10107,341
10108,2475
10109,2088
10110,80
10111,1637
10112,3829
10113,1339
10114,3705
10115,3679
10116,2108
10117,599
10118,1751
10119,1588
10120,2002
10121,2686
10122,1687
10123,3496
10124,558
10125,1191
10126,2811
10127,2380
10128,107
10129,3526
10130,2850
10131,2290
10132,1956
10133,3900
10134,922
10135,3434
10136,3717
10137,2844
10138,3745
10139,3368
10140,522
10141,432
10142,96
10143,359
10144,1553
10145,3234
10146,2
10147,3256
10148,1951
10149,664
10150,2682
10151,2114
10152,3038
10153,1873
10154,2062
10155,1462
10156,520
10157,817
10158,419
10159,3183
10160,3202
10161,3550
10162,3969
10163,2077
10164,3816
10165,2622
10166,1661
10167,1798
10168,3914
10169,2985
10170,2971
10171,556
10172,4007
10173,1067
10174,2456
10175,2675
10176,1908
10177,3710
10178,1667
10179,1913
10180,639
10181,3590
10182,2964
10183,2263
10184,3910
10185,2158
10186,1401
10187,104
10188,2830
10189,134
10190,2785
10191,200
10192,634
10193,240
10194,2118
10195,2202
10196,340
10197,1322
10198,3734
10199,3442
10200,2483
10201,3740
10202,3098
10203,301
10204,3557
10205,729
10206,1585
10207,3469
10208,3446
10209,2437
10210,2065
10211,65
10212,2083
10213,2790
10214,2252
10215,1711
10216,2369
10217,3469
10218,3024
10219,3629
10220,1922
10221,3559
10222,1810
10223,2423
10224,2997
10225,2950
10226,827
10227,1498
10228,2382
10229,1778
10230,2635
10231,28
10232,3075
10233,3563
10234,361
10235,1307
10236,2650
10237,3392
10238,3476
10239,3137
10240,428
10241,3624
10242,1043
10243,420
10244,2117
10245,567
10246,3992
10247,3770
10248,3888
10249,1714
10250,861
10251,718
10252,2989
10253,2136
10254,3160
10255,1098
10256,3355
10257,3916
10258,1188
10259,2495
10260,3608
10261,2199
10262,3760
10263,844
10264,2680
10265,261
10266,668
10267,1980
10268,2103
10269,3888
10270,3813
10271,2093
10272,1718
10273,2602
10274,2091
10275,3252
10276,3471
10277,3525
10278,159
10279,3185
10280,1037
10281,225
10282,3288
10283,2417
10284,611
10285,2384
10286,3100
10287,2736
10288,1344
10289,2285
10290,437
10291,3141
10292,2693
10293,3930
10294,1048
10295,3977
10296,457
10297,730
10298,437
10299,2951
10300,1984
10301,3985
10302,3457
10303,2082
10304,3969
10305,2629
10306,3333
10307,2531
10308,2353
10309,1447
10310,668
10311,2398
10312,2549
10313,2358
10314,76
10315,111
10316,1713
10317,2183
10318,2848
10319,2826
10320,3861
10321,1913
10322,2224
10323,2644
10324,765
10325,3459
10326,3775
10327,129
10328,3257
10329,758
10330,2107
10331,981
10332,3726
10333,605
10334,2223
10335,2157
10336,2557
10337,2886
10338,1607
10339,3378
10340,1176
10341,2699
10342,2789
10343,2241
10344,454
10345,2602
10346,1912
10347,2835
10348,3105
10349,3474
10350,3410
10351,192
10352,859
10353,2434
10354,868
10355,3807
10356,1012
10357,3431
10358,1374
10359,705
10360,1411
10361,1203
10362,2496
10363,3326
10364,14
10365,2138
10366,131
10367,2747
10368,2209
10369,2012
10370,3746
10371,1468
10372,1088
10373,980
10374,2233
10375,3854
10376,3785
10377,2032
10378,2986
10379,1528
10380,3048
10381,2534
10382,56
10383,1389
10384,2752
10385,2402
10386,1379
10387,3743
10388,2094
10389,1111
10390,977
10391,1481
10392,1052
10393,2452
10394,154
10395,3152
10396,3139
10397,1516
10398,1501
10399,1905
10400,750
10401,1931
10402,486
10403,3861
10404,3227
10405,1044
10406,798
10407,813
10408,4039
10409,3682
10410,975
10411,891
10412,3618
10413,1083
10414,1310
10415,2956
10416,2415
10417,2548
10418,470
10419,1632
10420,3182
